text,tweet_ids,sentiment1
@kiagoy @Angel29203488 @nightvision110 @XerishyaG @iamkarendavila 31M trolls! Naipanalo ng mga Trolls c President BBM! How about you? Naipanalo nyo ang famas award sa best in iyak for 2022 Election? 😂😂😂😂Di man lang nakalahati sa aming mga trolls 😂😂😂😂 nag salita ang mga pink na ginawang santa c Leni 😂😂😂😂,['1525729380135075845'],1
Tagal matapos election para matapos na away netong mga taong ito HAHAHAHAHAHAHAHA. Mga galit na galitttttt e,['1520800367134781441'],0
"excited pa ko mag 18 naalala ko kagabi baka mag lockdown pala after election, saya-saya naman",['1520921077475528706'],1
Sobrang lungkot dinaya na manok ko sa eleksyon at iniwan pa ko ng partner ko 😢😢😢,['1524639777231941633'],1
"Nararapat lamang mapakinggan ang dumadagundong na galit ng kabataan na siyang tinaguriang pag-asa ng bayan.

Narito ang sentimyento ng mga BulSUan sa naganap na Eleksyon 2022 at sa naging resulta nito. 

Basahin ang buong mga sagot dito: https://t.co/6FdhPacp2a

#Halalan2022",['1526554319675432961'],2
"+ samantalang before election di naman sila ganun kaingay na ikampanya ung idol nila, ngayon bigla silang matapang mang-asar. We were like: naooffend ba namin sila in any way sa pagsusuot namin ng pink mask everyday and pink shirt every wed??? +",['1528320736578121729'],1
"sa mga kapatid ko, may volunteer for leni na nag-h2h, may comelec support staff, may pollwatcher. ako na ate, takot maarawan at ayaw mapagod, infairness, i raised them well 😌",['1522441858923651072'],0
"Patawa-tawa lang ako ngayon pero hirap na hirap ba na ako sa anxiety na dala ng thought na eleksyon na next week.

A part of me can't breathe.",['1520960918951120896'],1
"kakapanood q lang Fantastoc Beasts 3 and bigla akong napaisip, what if may Qilin din dito sa Pinas tuwing eleksyon HAHAHAHAHAHA😩",['1526660586158706688'],0
"@AJENROCSTIV @MacLopez769 Ateng, wag mo baliktarin. Kayong mga kakampwet ang galit na galit. Wala pa kayo napapatunayan sa nga bintang nyo, wag na magbintang uli. Tapos na election at natalo na ang lutang-ina nyo. Move on. 😘",['1527173184185073664'],1
"May interview ako kanina &amp; during our convo ni madam mejo napagusapan namin yung results ng election. Turns out na kakampink din pala siya &amp; naranasan nya ang buhay under m4rc0$. So mejo nagkwentuhan kami at ramdam ko yung galit, frustrations at disappointment sa boses nya.",['1524639274615803905'],1
Sana kahit tapos ang eleksyon active parin si Analyn Muko... tawang-tawa ako sa mga jokes nya #AnalynMukoSpace,['1521247602334789632'],0
Umay sa BBM talaga. Daming ebas bigla bigla nalang na topic ng election hahaha,['1528535306739515393'],1
"N’ung 2016 nag 88M family ko. Umoo lang ako but come election day I shaded the box for Leni and never told them lol. Dami ko iyak when VPL won then, tago pa sa room para di halatang masaya ako lol. Sana next week iyak ulit ng saya at relief 🥺",['1521693587771039744'],0
Dami kong galit. Nung nakaraang mga araw panay iyak ko. Ngayon galit na galit ako. Potangina sana di na lang nag election sana campaign period na lang forever,['1528682764618194944'],1
@michdulce Bat ba palagi nyong pinaglalaban na may dayaang naganap? kung sa mga survey na lamang si VP Leni tapos pagkatapos nang eleksyon bigla syang natalo dun kayo magtaka like what happend last 2016 right? Sa pag kakaalam ko si Apo BBM ang lamang sa survey for VP that time then what?,['1524295251112108032'],1
@inquirerdotnet @NAMercadoINQ Asa pa sa comelec … maski naman Totoo … wala din naman sila Gagawin takot lang nila sa Boss nila …😂😂😂,['1526044312353484800'],1
"@JillIlustre Just like other normal people, lumabas lang ang mga BBM supporter after the election. Kaya nakaka gulat talaga na andaming boto ni BBM. Sila kasi mga mayayaman, hindi naman apektado if bumagsak man ang Pinas under BBM. Hindi na nga tayo dapat pa nagugulat sakanila e.",['1526047376431280129'],1
"Nagulat daw si Atty Vic sa pagtanggap ni Vp Leni thru Atty Macalintal sa resulta ng eleksyon. 

Anong kagulat gulat dun? Vp LENI has always been REASONABLE!! 😏",['1529066132929400832'],0
"""ang INC tahimik lang sa eleksyon pero eto ang tatapos ng laban""

kita q comsec hahhahaha bat galit na galit kayo samin di naman lahat ng dinadala namin nananalo tss",['1521378513940774913'],1
@onlyrazeonly @rowena_guanzon @PPCRV_National Bakit may nakita kabang mga spoiled brats na nag rally dahil may nakitang dayaan ang mga BBM supporter? Meron ha? Bakit ngayon bigla kau nag rally eh klaro ang pasya Ng taong bayan?,['1523927805985431552'],1
@kalikasan101 @COMELEC Dami nyong iyak mga robredogs pero nung 2016 nung may nakitang mga basang balota na naka preshade kay Leni tsaka ung mga lugar na si Leni lang ang may boto at ung mga kalaban zero ang tatahimik nyo dba nga nag pa recount na madumb nyo pero talo padin?,['1527795756106907648'],1
"pls ayoko sana gamitin nat’l id ko sa upb halalan but wala na ako ibang ID 😔 kung sino man magveverify ng ID q, sana matapilok ka kapag tumawa ka 🤨🤨🤨🤨🤨🤨",['1526812065310027776'],1
@Yescppicache Hindi po maiwasan na hindi makaramdam ng takot at kaba sa resulta ng election bukas. Me and my friends here in Abu Dhabi are praying for Vp Lenikiko to win pati na ang mga tropang angat.,['1523178405910302720'],0
Sana sa araw ng halalan makatulog ulit si BBM at yun mga supporters nya.. para paggising nila panalo na ulit si Leni 🤣 Galit sila ih lol #LeniKikoAllTheWay2022 #LeniRobredo #LeniLiwanagSaDilim #LeniKiko2022 #LENIvsBBMDebate,['1521297243999207425'],0
@Glelhov DESPITE D REALITY NG INTERNET SPEED AND CONNECTIONS S PINAS. ADD P NATIN UNG IN CHARGE NG TRANSPORT NG VCM's AT NG ELECTION MATERIALS N MALAPIT S CURRENT ADMINISTRATION N MALAKI ANG GALIT KAY VP LENI AT ANG CNASABING PARTIDONG DILAWAN N CNASABING NSA LIKOD NG PAGTAKBO NI VP LENI,['1527614052109012992'],1
"Ang saya pala sa pakiramdam kapag nagawa mong mag-speak up. All throughout the election, lagi ako yung nagtitimpi at nananahimik kahit na pinagkaka-isahan na ako nung mga bbm-dds kong relatives. My reason? Ayaw ko ng gulo at away. Alam ko kasi na never ko nang mababago isip nila.",['1523135746932047873'],0
@Doyouknowknot @BaddieSiNaddie @potpotbff2022 @rapplerdotcom @ramboreports Ngayon pinakinggan ba ng comelec ang hinaing ng INC? Maging SC pinagkait na marinig ang katotohanan ng pinatay nila ang protest ni BBM at di na pinaabot sa 3rd cause bakit takot ba sila baka lumabas ang mga taong ito para hanapin sa kanila ang mga boto nila? Mag research ka .,['1522430085571047424'],1
"Gustong gusto to ng mga popster na sobra ang galit kai SG dahil sa d pag tindig sa halalan...

May satisfaction na ba? 

""Isa daw syang kahihiyan sa Pilipinas"", tf 🤮 https://t.co/R8wFaJA7GW",['1523128667194363907'],1
"@PinoyAkoBlog alam niyo may election anxiety ako pero ramdam ko talaga takot ni vvm, iba ung pag mind condition niya sa mga supporter nya na parang may alam sila na hindi natin alam. kaht sabi pa ng lahat ng survey na 56% siya.",['1522444592985288704'],1
"If ever Leni wins this election, magpapa giveaway talaga ako sa tuwa 🥲",['1523163626395226114'],0
I'm quite optimistic now. Two days akong umiyak sa lungkot at galit dahil sa election. Kailangan na rin siguro mamahinga muna ni VP Leni sa pulitika pagkatapos ng siyam na taon. Let's acknowledge our loss but let's keep our movement alive. Nagsisimula palang tayo!🌱🌷🇵🇭,['1524633670732365824'],0
"Dati, pagkatapos ng eleksyon, normal yung “sore losers”.

Ngaun lang nauso ang “Sore Winners”! Galit sa naka-move on agad!😂😂",['1526015502170071042'],0
"@Michael550265 @manilabulletin Galit ako sa nagpapakalat ng disinformation at conspiracy theories eh, katulad mo. Eleksyon man o hindi.",['1526515757525667840'],1
"@WinwinEklabu Kya dmi di naniwala itong panot na Cayetano Ang nagsabi sa debate last election nila sa VP kya pti Asawa ko naniwala n Wla cya degree galit na galit hhaha.todi tanggol din Ako s BBM ntin.wla dw Kasi resibo peke dw, KC nagpost Ang rappler na peke at wla degree.puru sa bias nanuod",['1527982281092403200'],1
"nagpacustomized aq ng photocards and polaroid ni aika, 20 lang naman mwhehehe, i think desurb ko naman to, haha may own money ako now kasi binigyan ako ng allowance nung nagvolunteer ako nung election day 😅 nagulat din ako dun haha pero anyways skl, ang saya nanaman ng puso q 🫶",['1527681631984635905'],0
"@PhilippineStar @iambertramirez Expected! Comelec???? Tsk-tsk
Kung may takot kayo sa Diyos at awa sa mga batang Pilipino. Huwag po iboto BBM at Sara! Maawa kayo sa Pilipinas, mga bata at mga sarili ninyo! https://t.co/HfkUiULxB4",['1522420990093197312'],1
"OH NO!
Galit na galit na si Sen. Migz sa COMELEC. Di nanaman kasi mahanap yung Provincial COCs.

Lagot yung COMELEC Mandaluyong, Sulu, Sultan Kudarat, and Pampanga. 

#CongratsPresidentBBM
#CongratsVPIndaySara
#Canvass2022",['1529289925937356800'],1
@Kairaqos @LesterM So aminado kayong iiyak nga kayo?! Ngayong eleksyon mas malakas ang iyak nyo kase si BBM na ang susunod na Pangulo 🤣🤣🤣,['1520996617289355264'],1
@GemhilGeorge @TheLone01908948 @DocHappy95 I still can’t wrap my head around d thought that d election was so dirty &amp; fraudulent yet not one whistleblower? Grabe ang kapal ng tinapal na pera life changing malamang at dun talaga naguugat lungkot ko;this make me hopeless.Wala talaga aasahan kundi self.,['1529077051768061954'],1
@nokins25 @inquirerdotnet nabuhayan bigla ng loob ang isang kakampuwet.🤣 at ang pang counter attack niya ay ang naganap na halalan noon.ang tanong sino sa dalawa ang mas may maayos na pamamaraan na nagprotesta ka ng ayon sa batas.o yung sore loser na naghihimok na mag people power? 🤣 Panis ka lang saken,['1527334053346566155'],1
"@sumshine013 Bukod sa pagiging forever sipsip, masyado siyang nasanay sa papuri noong mayor siya, kaya ang yabang niya.

Tas bigla s'yang napahiya sa mga nangyari sa eleksyon kaya naapakan ang pride niya. Hanggang ngayon nag vovoice out pa rin ng frustration! Parang bata! 😂😂",['1525956346625110016'],1
"@inquirerdotnet Napakatahimik sa paligid. Ayaw pagusapan ang election pag face to face. Iba ibang emotions ang mapapansin mo - feeling proud, may galit, disappointed, sad, in denial etc. Pero may isang emotion na mananaig sa karamihan-- fear  of our future . . . unknown. So, Keep praying 🙏🏼",['1527723487665696768'],1
@guingonabart @AraleenSabasaje Same here po lalo sa mga ginawang lahat ng comelec e duterte people at walang ginagawa kahit bulgaran ang bigayan ferolino ay bingi at bulag tapos abogado p dati ni bbm nandun dun where are we going na kaya puro hindi takot sa Diyos puro walang konsensya. Kawawang Pilipinas,['1521268010404937728'],1
"Pwede kaya sa sunod na eleksyon, kung meron pa man, eh Independent 3rd Party na ang humawak?

Wag na gobyerno.

Mas nakaka inis kasi kung gobyerno mismo ang kasabwat.",['1524284059618361346'],1
@angryladyPh @Eli60300604 @rapplerdotcom Buking!Well see! Nagsampa na ng kaso diba tingnan natin ang counter charge sa nagsampa baka hanggang ngayon lang yan dahil eleksyon pakawala ni Alex Lopez na kulelat! Kayo naman ang saya noh mga kakampwets mas masaya kami masaksihan namin ang karma niyo sa may9.TOXIC 4VER NA KAYO,['1521304784833114112'],1
me and my friends walked from calios to bayan ng santa cruz last night. all out na talaga mga candidates for election. super traffic na ulit kagabi. but it's okay. it's always fun to walk kahit malayo pa ang lalakarin basta't friends mo ang kasama. pagod + puro tawa 😆,['1522754255983362050'],0
@jaytwotheworld Talagang tudo ang pang aabuso ng gobyernong ito para hindi manalo si VP Leni sa election... laki takot ni Du💩 at 🐝🐝M kay VP💪 dahil pare-pareho silang lahat na makukulong...😬😠😡,['1522846190865461248'],1
Mga bigla bigla na lang kinakabahan kasi papalapit na ng papalapit ang eleksyon for Leni huhu ang haba ugh,['1521742649308303360'],1
"Sobrang lungkot ko this week dahil sa eleksyon. Ang dami kong iniluha. Tapos ngayon, tumawag tatay ko wala na daw lola ko. Meron pa po bang isasakit 'tong linggo na 'to?
Payakap naman po @lenirobredo .

🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺",['1525317601479766016'],1
"Babiyahe pa yon pa Baguio! Wag ninyong sabihin na after election ko pa mababasa yung book?! De ok lang. Kahit inis ako, willing to wait tayo. Pero badtrip talaga.",['1522086928027635718'],1
"saya pala maging artista no, kapag medyo down career mo pwede ka tumakbo pag eleksyon tas guaranteed may new work ka na",['1524297561053401088'],1
@gmanews Ang tataba ng utak niyo sobra.. after election bigla dami ng covid wala nmn kayo maipakita.. kapag gobyerno maluwag sa mga kandidatohan pag graduation hndi nyo ma pagbigyan ang mga estudyante na nangarap makatongtong ng stage at makapag suot ng toga .. iba kayo kayo sobra,['1521301154000678912'],1
"Nakakaawa ang nangyayari sa bansa, sa mga tao. Dahil lamang sa halalan nawalan na sila ng respeto sa kapwa. Pati ba naman don sa taong nagsuicide dahil sa pambubully ng iba dahil lamang magkaiba sila ng political side. Tapos yung iba tila tuwang tuwa pa dahil may namatay. 🤦🏻‍♂️",['1522798958887596032'],1
"Nakaka move-on na ko sa election e. Tas mababasa ko comments ng mga apologist dun kay project nightfall. Yun nakaramdam nanaman ako ng galit HAHAHA
Akala ko malala na mga dds. Mas matindi pa pala mga apolo10",['1525302913400119296'],1
"Tumakbo raw si VP Leni kasi galit kay you know who at para lang talunin sya.

Pero sila, galit pa rin kay VP at nagpapakalat pa ng fake news kahit pabor na sa kanila yung eleksyon.

Saan galing yung hatred?? Hatred na talaga kasi mukha namang may pinag-aralan yung piloto.",['1526564194056687619'],1
nakakatawa ka naman na minamock mo mg UP student na nagrarally tas ikaw tuwang tuwa sa mental health break ng state univ nyo para sa mga hindi makapag focus dahil sa election anxiety at stress. hipokrito lang?🤡,['1524280765286035456'],1
Pustahan after election balik lockdown ulit at bigla ulit mgiging mataas ung cases grave no magician naden pala kau ngaun,['1522826137910472704'],1
"ang saya lang kasi bukas election na tapos naka pink sila ngayon jxnsjznzn though wala namang political involve ang cutie lang, sign n yarn 🫠 #AOSWonderMoms",['1523155011869417473'],0
@joeytrenas77 Ngayon lang ako napa iyak after seeing this post. Naalala ko yong mga matatanda na umiyak nakipagsiksikan at yumakap kay VP @lenirobredo. Naawa ako sa kanila. Sila ang lalong natalo sa election.,['1524284774470324225'],1
@SunshineDimagi1 Alam nilang dinaya ang election kaya takot na takot sila sa totoong nanalo.,['1526067724593508352'],2
"@13thFool Agree.. Di na ko botante, di na ko Filipino citizen pero sobrang lungkot ko talaga dito sa resulta ng eleksyon. Bakit pa kasi may pake pako? Dahil sa pangarap ko na somehow umunlad din ang Pilipinas. Makaahon ang mahihirap..",['1525623425406062592'],1
@filialabyss mas nakakadisappoint yung mga taong hindi pinapahalagahan ang eleksyon at takot sa katotohanan.,['1522109883859881984'],1
"huy napalitan ng galit, kawawa yung mga namatay dahil sa magulong eleksyon sa lanao del sur at basilan 😭😠",['1523572636952850433'],1
@vivingski @solangaraw Napanood mo yung Tonight with John Oliver sa yt Ph Election? Nakakatawa sya peri bigla mong maaalala na pinoy ka din pala hahaha,['1525343318086782976'],0
@strongluna24 Haha... Ganon talaga . . Di pa tapos ang election nagbanta nmn n Sila magkakagulo daw db... So the go on w the plan B..  you can't win presidency so . .  Eme eme nlng  Diba bigla TaaS lahat synchronized ang galawan .. so alam n this.   Kahit sino maupo ganyan nmn yan,['1523935210358083584'],1
@ABSCBNNews Tapos galit ang COMELEC agad kay VP Leni nung sinabing tanggapin ang pera pero bumoto ayon sa kunsensya? SISTEMANG BULOK! 🙄,['1526070196628099073'],1
"KAYA PALA IYAK AKO NG IYAK AFTER ELECTION

KAYA PALA PARA AKONG ZOMBIE NA NAGLALAKAD

ALAM NA PALA NG PUSO KO MANGYAYARI https://t.co/M92BHRr8iS",['1529329501494136832'],1
tangina gusto niyo ba ispoonfeed pa sainyo ano epekto ng eleksyon na toh kinginang mga apolitical to saya ng buhay niyo noh di kayo apektado eh noh,['1522471236478988291'],1
"@NlCOLEKIDWOMAN HAHAHAHAHAHAHAHAHAHAHAHA TAWANG TAWA AKO SA REQUESTS GOE TEH 😆 palipasin lang natin ang eleksyon, gagawan natin yan ng paraan 🤘😘",['1523195283533750272'],0
"Naisip ko talaga bigla ewan ko lang kung kayo rin, isipin nyo ha grabe yung galit at poot nila sa napagkaisahan ng Iglesia, meaning grabe yung impact natin mga kaanib sa election. Kung iisipin mo talaga ang Diyos talaga ang maglalagay sa posisyon.",['1522772314139803649'],0
ang saya lang tignan ng mga bahay na may leni-kiko tarpaulin kahit na tapos na yung election ! lalo na yung mga leni-kiko painting or artwork 💗🌷,['1526433172967522304'],0
"gulat talaga ako sa sagot nya istg HAHSHHAHAHAHA ma hindi 'to eleksyon sa classroom kailangan mong magseryoso, para rin sa future ng anak mo 'to jusko T__T",['1523570293024849920'],1
@ejf__xx @giasison @PPCRV_National Di tayo sure.. lalo't galit sila sa Marcos at DU30,['1524291217835851776'],2
"Yung gigil na gigil ka kay Go Yurim dahil pinilit nyang sya talaga nanalo kahit sinabi ng referee na si Na Hee Do talaga.

Pero naniniwala ka pa ring dinaya ni Leni si Bongbong nong VP election kahit na may recount na at Supreme Court ruling na nagsasabing hindi yon totoo.",['1521718815809150976'],1
"@ogiediaz Galit sa diktador..pero ikaw,ano ka?isa sa pinaka mahalagang karapatan ng tao ay ang karapatan sa pagboto.pero ayan ,nung bumoto ang tao ng labag sa gusto mo,galit ka.baka naman kaya lang kayo gumagawa ng mabuti kasi eleksyon?ngayong tapos na iiwas na kayo",['1525297315530936320'],1
@smninews @lenirobredo @kikopangilinan @COMELEC Kiko ugok mo...sabihan mo si leni na wag ulit mandaya hahahaha takot kayo sa mga sarili nyong maruming gawain no???!!!,['1522768800382603264'],1
"@patduys parang karamihan lang talaga diyan galit lang sa lp tapos nagagalit pa sa ngo ni leni.
ginawang popularity cintest ang eleksyon ahahaha",['1525665564386918402'],1
Is it just me ang nakamove on sa election kasi nakita mo ang saya pa rin ni vp leni despite of what happened? 🥹,['1528329561603440640'],0
"Fellow kakampinks, wag nating sisihin ang mga nasa kabila na galit na galit sila sa Angat Buhay NGO. Mukhang hindi nila alam na may ibang pwdeng gawin pagkatapos ng eleksyon maliban sa humingi ng recount. ☺️❤️💚✌️",['1525368399639228422'],0
Isn't it funny that the person called me LENI SUPPORTER na puno ng hatred sa puso turns out having stressful videos about bashing  vp leni until the Election 🙄 Na stress pako nung sabihan ako non tapos sya nmn pala tong Hipokritong puno ng galit sa puso🙂,['1527537507097018368'],1
@tounigiri Karapatan daw ng bawat pilipino na bomoto bwekinginangshit nayan bat kayo galit nung pinili nmin si BBM over MRS. VP LENI kayo nalang sana nag eleksyon ng sainyo,['1524296972621950976'],1
yung takot ko araw-araw lumalala habang papalapit election 😔 Ipanalo na natin ito pls!!!! Bumoto na tayo ng tama 😭,['1521300320311074820'],1
"tulungan ang kapwa natin para maimulat ang kanilang mga mata. Pero nang matapos ang araw ng eleksyon, napagtanto ko na mali ako, dahil bago pa man magsimula ang laban, naitakda nang mananalo sila. Dagdag ito sa dahilan kung bakit galit na galit ako. Dahil kahit gaano kalakas",['1524632801634820097'],1
"@ancelmoooo @Kenrodr88162914 Alam nya yan, kaya nga nag sasalita kc galit na sa kanya mga sinasabi at kasinungalingan. Artista yan, at alam nya ang sinasabi nya, db? Gusto ko mag kaibigan pa din kami after election, alam nya kc talo sila at May agenda sila ng 🐒 nya. 🙊🙉😬 ito lang saken💁🏻‍♀️ Neknek mo S🤪",['1521330766156038144'],1
parang mapapauwi ako bigla sa baguio after election ha diko kinakaya ang init dito😭,['1523209448348553216'],1
"ang coping mechanism ko sa nangyayari sa election ay:
1. angst
2. violins / barda
3. iyak / dabog
4. kain
5. bts

but never acceptance.",['1523928076165337088'],1
"@inquirerdotnet comelec is mocking us with this excuse. bakit pulis ang pupunit kung sample ballots mga yun. di nyo kita sa videos na tila takot mga tao sa room hbang naron mga pulis kung sample ballots lang? hindi ka abogado ng marcos sa comelec, mr. garcia. @gmanews @ABSCBNNews @cnnphilippines",['1524292004544671745'],1
kasing lala ng pandidiri ko sa mga boboto kay bbm yung diri ko sa mga kumukuha ng election cup ni isko sa 7-11 tangina mo mandaluyong ang lala mo na,['1521312136416600068'],1
@BIENsays @COMELEC @rowena_guanzon @guingonabart @supernegatrona @ricci_richy @julesguiang Yan na po talaga ugali niyan ever since. Dinadaan lagi sa takot.,['1522086589014298624'],1
Akala ko ba done na election at may nanalo na. Pero itong mga hinayupak na nanalo kuno sa election ang manok nila sila pa tong Galit na Galit. Apaka galing talagaaaa nila eh nuh. Opo kayo na po 🤪,['1526734415803875328'],1
@Liloangirl @isabelmerana sana mahimasmasan yan bigla pagkatapos ng eleksyon. parang mga lasing eh,['1522774856932401152'],1
"Minority lang naman daw ang INC. 
Pero galit na galit sa napili ng pamunuan ng INC para sa darating na election. 

@lenirobredo manang mana sayo mga anak mo. 

#UniteamBBMSara2022 
#BBMSARA2022",['1521694980108328960'],1
"@Grateful_Geek_ Yes. True. I am not a first time voter,  pero yung engagement ko sa pagsuporta kay VPLeni This election, ay ibang iba . Ngayon lang ako nakaramdam ng saya at kaba at the same time.",['1521723930385416192'],0
"The comment section though! Sino ba kcng nagsabing si VP Leni yan? Sa sobrang galit nung mga nasa comment section kay VP hindi na naabsorb ng utak nyo mga nakikita at nababasa nyo. Nakatag na nga anak nya oh. Tapos na election, nanalo na kandidato nyo, di pa din happy yern? 🤧 https://t.co/0pMqdmvD5Z https://t.co/0f7ryFYTZJ",['1526740088410939393'],1
"Mama @wish1075 kelan po MANA Wish Bus Live release?🥲 Pampa saya ng puso lang po sana after ng election 🙏🏼💙💙💙 Miss ko na din po Esbi eh🥹

@SB19Official #SB19",['1525013191188951041'],1
@ChaseEdric @RussLK2022 @JRDCastillo30 Tanging net25 lang kasj ang totoo at di bias magbalita 🥰 wag kana iyak tapos na election mauupo nalang si BBM e naiyak ka parin 🤣🤣🤣🤣 iyakan na! 🤣🤣🤣,['1529142580277313536'],1
"Me to my country after the 2022 election result :
""Kailan kaya kita makikita na ka'y sa saya at tunay na malaya... Di ko gusto na iwan ka lang dito, perooooo ..."" 👉👈

😭

https://t.co/ngp8xGQLTA",['1525723580973330432'],1
@ABSCBNNews Bakit ba nagmamadali ka? Takot ka baka may makuhang proof na matibay na dinuga niyo election?,['1524636542622658562'],1
"may source kayo sa ibang section no?' nawala yung kaba ko napalitan ng gigil! Naisubmit ko yung exam ko, tas gusto kong ipaglaban yung side namin at sabihin na 'diba sabi niyo before election ang exam, kaso ang tight ng sched niyo then, na move after election, tas na move ulit? +",['1528759708219494401'],1
@imjcpanganiban mannered please wala kang karapatan mag judge o  i-reveal ang isang tao. Kung galit ka sa robredo tapos na election nanalo na kaya magpakatao kana baka mapalitan mo na si santanas.,['1527412019854725121'],1
"yung takot at pangamba ko sa election na 'to nawawala dahil sa donbelle 😭💗

BELINDA MAHAL MO BA AKO

#DonBelle 
#DonBelleForLeniKiKo 
https://t.co/y451aVPqbK",['1521349883654901761'],0
Kinakabahan na ako pero tawang tawa ako sa mga election ph memes lol,['1523573442515116033'],0
"""tapos na eleksyon, magbati na kayo""
""friendship is more important than politics"" mukha niyo, mga takot mawalan ng kaibigan 🙄",['1523933803928244225'],1
"May hinihintay pa po ba tayo from PPCRV? May pag-asa pa po ba? Hindi pa rin kasi humuhupa 'yung sakit, lungkot at takot ko. Hindi ko kayang hindi maiyak everytime na naiisip ko. Please, baka may pag-asa pa...",['1524639525519368192'],1
@PhilippineStar Alam nyo bakit? Naumay na kami sa inyo @COMELEC wala kayong kwenta. Imagine sa dame ng tinag namin sa inyo wala kayong ginawa. Witness hinahanap nyo? Malamang wala takot lang nya mapatay.,['1527175098964226053'],1
"Kanina habng naglalakad may sumigaw ELECTION NAAA!  Bigla ako napaisip ilang araw nalang magbabago na ulit buhay natin.  

Tapos nabasa ko Pa 2years ayuda=40 years bayad utang

Kaya vote WISELY para sa future natin. 

🌺🌺🌺🌺🌺",['1522418141594533888'],0
totoo nga yung mga iyakin for leni and may mga pangamba sa eleksyon nito sobra yung takot at kabang dala niyong eleksyon na ‘to 🥺,['1523572943401676800'],1
Lala ng galit at anxiety ko sa election na to shuta,['1522409921098444800'],1
been crying since yesterday. bigla bigla lang tumutulo be hahahahaha hindi ako makapag focus dahil sa election.,['1522461087450681345'],1
Hahaha takot nb kc d na kau makapandaya gya nung 2016?😂🙄  Push mo yan lola talo nman kau tingnan ntin kung saan ka pupulutin after election😏😏 #Davao #KayLeniPatayTayo #kaylenitalo #UniTeamUniteInILOILO #UniTeamMindanao #uniteamforever https://t.co/BrhodOD8Q0,['1522084451316023296'],1
"So one of my Kakampinks friends asked me ano daw pambanlaw ko sa inis sa eleksyon... Sabi ko makinig sila sa @waglilingon podcast. Mga hinayupak, nauna pa sa akin sa discord. At members na din sila ng group since dis week. Kalerki.",['1524996544583192576'],0
@MoriGilbert @ChristianInYeg @ChairAndyBau yes agree go testify to the proper venue.. wag nyo guluhin ng tsimis ang resulta ng election... PPCRV and NAMFREL na mostly na kapanalig nyo ang nagaaudit... iyak pa rin kayo?,['1525628138931179521'],1
@Rastamanianz @artoljr @JayBlake32 @inquirerdotnet tsaka bakit parang takot na takot kayo na manalo pa din si VP Leni eh napakalaki na nga ng lamang niyo diba? (tho halata naman na luto gung 14M na lamang) tangina pabor na pabor na nga sainyo COMELEC nangawa pa din kayo sa hindi oag concede ni VP 😬,['1528726488136450048'],1
"COMELEC bakit?
Nag promise kayo walang glitches pero dadaluhin pala nyo sa mismo mga ballots na walang metal boxes na mabubulugan.Bakit ang carton boxes na di naman secured.

COMELEC bakit kayo nandadaya?
Wala kayong takot sa DIOS!
We pray na kastiguhin na talaga kayo ng DIOS!HU",['1523569388468670465'],1
"Akala ko tapos na akong malungkot sa nangyari sa election. Wala lang, bigla lang nagflashback lahat ng sakit pag balik ko sa apartment. Haha masakit talaga 🥲 https://t.co/RmbFrnQUGI",['1527066487822770176'],1
"Ang hirap ng election-related anxiety. Dalawang pink rallies lang ang napuntahan ko, parehong nasa supposed ""Solid North"" area. Yung solidarity na mararamdaman mo e nakakabigla rin minsan ;-;

Tapos matatamaan ka ng takot tungkol sa posibleng pagka panalo ni dictator jr 🥹",['1521732426183352320'],1
"“kami pa nga nagsstapler ng mga peso bills sa mga papel”. Gulat talaga ako nung sinabi niya yun. Hindi ba illegal yun? at patuloy pa rin ba natin itotolerate ang ganitong sistema na porke wala kang pera, hindi ka talaga mananalo sa election? +",['1521365556829769728'],1
"Parang puno pa rin ng poot, galit at palaging naghihintay ng pagkakataon na makakabatikos. Samantalang karamihan ay nagmomove on na sa katatapos lang na eleksyon. Ano ang plano niyo? Anim na taon kayong magpapakatroll? Bitch, get a life. That's six years.",['1527486872879919104'],1
"@1_battousai Lahat na lang appointees. From Comelec, Supreme Court, Smartmatic. Why is he appointing someone? Para lahat pabor na sa kanila at sa susunod na mga uupo? 

Di ako kumukuha ng opinion niyo. Pero yan ang isaksak niyong tanong sa utak niyong dilis, bakit nag aappoint... 

Takot ba??",['1527817181891014656'],1
"@ABSCBNNews galit na galit mga kakampwet ah, asa pa kayo mananalo ung onggoy, di poh to election sa planet of the apes,",['1523147379460825089'],1
sa mga celebrities na tahimik this election dahil takot mawalan ng fans. shame on you! selfish nio. ung galit ng fans nio mawawala dn yan eventually (if u have diff choices) pero ung effect pgmaling tao ang nanalo has a longterm effect to all of us. https://t.co/ZzGNe0Dtic,['1520790735393415168'],1
sana hindi 'to yung last election na meron tayong pres-vp tandem na ang saya samahan sa laban 🥺 💗💚,['1522468863023415297'],0
"@jamnyl1712 @giasison same feeling, after election wala ako ginawa humiga lng ako daig ko pa yung nagkasakit na galing ospital, kusang tumutulo luha ko, wala ako gana gumalaw, puro galit ang puso ko sa mga walang kwentang butante 😔😭 💔",['1524287599719763969'],1
